Datetime,CHWC_VLV,CHWC_VLV_DM,MA_TEMP,OA_CFM,OA_DMPR,OA_DMPR_DM,OA_TEMP,RA_CFM,RA_DMPR,RA_DMPR_DM,RA_TEMP,RF_CS,RF_SPD,RF_SPD_DM,RF_WAT,SA_CFM,SA_SP,SA_SPSPT,SA_TEMP,SA_TEMPSPT,SF_CS,SF_SPD,SF_SPD_DM,SF_WAT,SYS_CTL,ZONE_TEMP_1,ZONE_TEMP_2,ZONE_TEMP_3,ZONE_TEMP_4,ZONE_TEMP_5,Year,Month,Day,Hour,DayOfWeek,Operational_mode,label_detection,label_isolation,label_diagnosis,slope,label_detection_apar,label_detection_apar_control,Week
2018-04-01 11:30:00,-4.8866425e-22,0.0,4.199945185185186,607787.879438965,1.0,0.1,4.208339555555556,870876.4242966524,0.0,0.9,21.85954637037037,0.6218259126666666,0.6218259126666666,1.0,133.716618,871082.3024961341,396.9124579696706,-400.25253,9.594624518518518,12.880003333333333,0.6910335606666667,0.9,1.0,505.621336,1.0,21.091898222222223,20.71741455555556,22.81391314814815,22.415272407407407,22.54231407407407,2018.0,4.0,1.0,11.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 11:45:00,-1.8496031983333334e-21,0.0,4.325038592592592,607787.879438965,1.0,0.1,4.333339444444444,896394.6942861874,0.0,0.9,21.66629051851852,0.631228986,0.631228986,1.0,136.380694,896420.3051749188,395.84722264645,-400.25253,9.65172285185185,12.880003333333333,0.7014141840000001,0.9,1.0,524.4719693333333,1.0,21.101079111111112,19.816665629629632,22.45658274074074,22.04691651851852,22.130310185185184,2018.0,4.0,1.0,11.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 12:00:00,-1.8227812687800001e-22,0.0,4.399658777777779,607787.879438965,1.0,0.1,4.399994444444443,900495.3010154073,0.0,0.9,21.48572951851852,0.6340365766666667,0.6340365766666667,1.0,138.1716526666667,900482.4938720309,399.009485940398,-400.25253,9.689705111111111,12.880003333333333,0.7044969466666667,0.9,1.0,531.4659366666667,1.0,21.10179548148148,19.141035407407408,22.093344259259258,21.687883777777778,21.745434296296292,2018.0,4.0,1.0,12.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 12:15:00,1.991082653333334e-25,0.0,4.40023888888889,607787.879438965,1.0,0.1,4.399994444444443,900314.0516764172,0.0,0.9,21.36020581481481,0.6346423760000001,0.6346423760000001,1.0,138.88224666666667,900305.3402817319,400.7821735938426,-400.25253,9.690547777777777,12.880003333333333,0.7051601293333333,0.9,1.0,533.394892,1.0,21.09691129629629,18.81064537037037,21.75099488888889,21.366684148148146,21.41211903703704,2018.0,4.0,1.0,12.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 13:30:00,1.0874678059999998e-21,0.0,3.4406047407407407,607787.879438965,1.0,0.1,3.41333825925926,1015355.7818445824,0.0,0.9,20.930685703703706,0.6944026353333334,0.6944026353333334,1.0,170.171488,1015330.2162628056,396.8582379585113,-400.25253,9.193344777777778,12.880003333333333,0.77157811,0.9,1.0,682.9684326666667,1.0,20.951636185185187,19.99892925925926,19.93246359259259,19.01668288888889,19.272882407407405,2018.0,4.0,1.0,13.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 13:45:00,2.062421744e-22,0.0,3.0406147407407413,607787.879438965,1.0,0.1,3.013338148148148,1014449.1183256503,0.0,0.9,20.851479296296297,0.6952762353333333,0.6952762353333333,1.0,171.70558666666665,1014430.328398926,400.20496154646537,-400.25253,8.99109240740741,12.880003333333333,0.7725308280000001,0.9,1.0,686.7824406666666,1.0,20.885185777777775,20.34891248148148,19.48592077777778,18.83568888888889,19.053618,2018.0,4.0,1.0,13.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 14:00:00,-1.0649671413333332e-21,0.0,2.580059851851852,607787.879438965,1.0,0.1,2.5433428148148147,1013491.6498532372,0.0,0.9,20.75525637037037,0.6952704926666667,0.6952704926666667,1.0,172.08758,1013484.8266258824,401.3457073394247,-400.25253,8.75862637037037,12.880003333333333,0.7725219833333334,0.9,1.0,687.2922106666666,1.0,20.697226444444443,20.61373777777778,19.16257866666667,18.785746888888887,18.92666881481481,2018.0,4.0,1.0,14.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 14:15:00,7.826460913333333e-22,0.0,2.030749592592592,607787.879438965,1.0,0.1,1.9933392592592591,1013106.2088661484,0.0,0.9,20.61655888888889,0.6951972186666667,0.6951972186666667,1.0,172.1464313333333,1013104.4486909644,401.6183517464013,-400.25253,8.477758962962962,12.880003333333333,0.7724408433333333,0.9,1.0,687.22811,1.0,20.49906403703704,20.76886496296296,18.92261285185185,18.831740925925928,18.860029222222224,2018.0,4.0,1.0,14.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 14:30:00,9.482059555333332e-22,0.0,1.4807597407407411,607787.879438965,1.0,0.1,1.4433368518518523,1012998.9593760195,0.0,0.9,20.56631651851852,0.6951625746666666,0.6951625746666666,1.0,172.14376466666667,1012998.7011263784,401.6568642115266,-400.25253,8.193825185185185,12.880003333333333,0.7724026826666666,0.9,1.0,687.1562933333333,1.0,20.419499407407404,20.84563111111111,18.799346333333336,18.985695925925928,18.88972485185185,2018.0,4.0,1.0,14.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 14:45:00,1.943381184000001e-22,0.0,0.9307675925925926,607787.879438965,1.0,0.1,0.893333296296296,1012978.766066378,0.0,0.9,20.56646448148148,0.6951518746666667,0.6951518746666667,1.0,172.13771866666667,1012978.7717297472,401.65281236542,-400.25253,7.907741555555556,12.880003333333333,0.7723909326666667,0.9,1.0,687.1270253333333,1.0,20.387088,20.840599962962965,18.753649222222226,19.20681496296296,18.97587174074074,2018.0,4.0,1.0,14.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 15:00:00,-2.0128648249066668e-22,0.0,0.602817518518518,607787.879438965,1.0,0.1,0.6000055555555563,1012977.7591193132,0.0,0.9,20.584042629629625,0.6951495586666667,0.6951495586666667,1.0,172.13502866666667,1012977.8066916156,401.6462281154967,-400.25253,7.729136185185185,12.880003333333333,0.7723884000000001,0.9,1.0,687.1187893333333,1.0,20.387747185185184,20.762617111111112,18.752082814814813,19.45386237037037,19.08679262962963,2018.0,4.0,1.0,15.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 15:15:00,1.420702951733333e-24,0.0,0.6003111111111102,607787.879438965,1.0,0.1,0.6000055555555563,1012978.9178446756,0.0,0.9,20.663558925925926,0.695149308,0.695149308,1.0,172.13423133333333,1012978.9303040884,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.772388116,0.9,1.0,687.1172253333333,1.0,20.464409555555555,20.710354814814817,18.8781487037037,19.772772074074076,19.30101574074074,2018.0,4.0,1.0,15.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 15:30:00,7.453750117906666e-24,0.0,0.6003111111111102,607787.879438965,1.0,0.1,0.6000055555555563,1012979.5442133225,0.0,0.9,20.807424444444443,0.695149376,0.695149376,1.0,172.13405066666667,1012979.555540061,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723881866666666,0.9,1.0,687.117122,1.0,20.57942796296296,20.70881051851852,19.127454962962965,20.13983725925926,19.60727051851852,2018.0,4.0,1.0,15.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 15:45:00,-1.9269548513333344e-24,0.0,0.6003111111111102,607787.879438965,1.0,0.1,0.6000055555555563,1012979.83077981,0.0,0.9,20.973627333333337,0.6951494,0.6951494,1.0,172.13403266666668,1012979.83077981,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.77238828,0.9,1.0,687.1172366666667,1.0,20.68675274074074,20.746237222222224,19.468023259259255,20.505915,19.96534914814815,2018.0,4.0,1.0,15.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 16:00:00,1.3651093133333335e-24,0.0,0.6003111111111102,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.13705037037037,0.6951494866666666,0.6951494866666666,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1172833333333,1.0,20.774215703703703,20.806878296296297,19.861374703703703,20.82874740740741,20.333533,2018.0,4.0,1.0,16.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 16:15:00,-4.716233553333333e-24,0.0,0.6003339259259254,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.28365396296296,0.6951495,0.6951495,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1173,1.0,20.841155703703706,20.87513014814815,20.26799777777778,21.080318444444444,20.67616485185185,2018.0,4.0,1.0,16.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 16:30:00,3.146983130133333e-24,0.0,0.6003422222222218,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.40534751851852,0.6951495,0.6951495,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1173,1.0,20.89032292592593,20.93899203703704,20.654503703703703,21.24695955555556,20.963345740740746,2018.0,4.0,1.0,16.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 16:45:00,-2.3622038866666657e-25,0.0,0.6003422222222218,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.497242925925928,0.6951495,0.6951495,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1173,1.0,20.925214444444443,20.990143518518515,20.98384425925926,21.32900485185185,21.17268311111111,2018.0,4.0,1.0,16.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 17:00:00,-6.139937261533333e-24,0.0,0.6003422222222218,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.544463444444443,0.6951495,0.6951495,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1173,1.0,20.91566877777778,21.019811444444443,21.218405444444443,21.334604148148152,21.289694629629636,2018.0,4.0,1.0,17.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 17:15:00,-6.593582506666668e-25,0.0,0.6003422222222218,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.547566629629628,0.6951495,0.6951495,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1173,1.0,20.899606,21.02830103703704,21.34800637037037,21.283454666666668,21.32192874074074,2018.0,4.0,1.0,17.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-01 17:30:00,5.8535370773333346e-24,0.0,0.6003422222222218,607787.879438965,1.0,0.1,0.6000055555555563,1012979.8670253734,0.0,0.9,21.55010340740741,0.6951495,0.6951495,1.0,172.13405,1012979.8670253734,401.64521515397,-400.25253,7.725647777777777,12.880003333333333,0.7723883,0.9,1.0,687.1173,1.0,20.912288296296296,21.027354962962967,21.396267666666667,21.205543888888887,21.299733962962964,2018.0,4.0,1.0,17.0,6.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,13
2018-04-03 07:15:00,-1.8059833494013336e-22,0.0,0.3850422962962962,607787.879438965,1.0,0.1,0.4033385555555556,1012921.4697589844,0.0,0.9,16.657266962962964,0.696960178,0.696960178,1.0,174.57732399999998,1012914.8628723376,406.4144455956,-400.25253,7.607832703703703,12.880003333333333,0.7743679033333333,0.9,1.0,694.0102126666667,1.0,17.010746,14.83079625925926,15.412636222222224,15.004060222222222,15.321561148148149,2018.0,4.0,3.0,7.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 07:30:00,2.92845560161184e-24,0.0,0.660030222222222,607787.879438965,1.0,0.1,0.6783405185185182,1011750.2600651282,0.0,0.9,17.085442481481483,0.6952831826666668,0.6952831826666668,1.0,172.81028533333335,1011765.2442076706,403.48175425604063,-400.25253,7.752610407407407,12.880003333333333,0.772531256,0.9,1.0,688.2984786666667,1.0,17.366090777777778,15.94642251851852,15.892901185185186,15.406680444444444,15.711095592592592,2018.0,4.0,3.0,7.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 07:45:00,3.910539058040286e-24,0.0,0.9350362962962964,607787.879438965,1.0,0.1,0.9533426666666668,1012392.0172188476,0.0,0.9,17.64763537037037,0.695066976,0.695066976,1.0,172.26244533333332,1012399.6944822954,402.1418469421973,-400.25253,7.89642537037037,12.880003333333333,0.7722965466666667,0.9,1.0,687.1293526666667,1.0,17.77625274074074,17.379603296296295,16.567935666666667,16.107358259259257,16.320181962962963,2018.0,4.0,3.0,7.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 08:00:00,1.2934897217600008e-23,0.0,1.2100444814814817,607787.879438965,1.0,0.1,1.22833662962963,1012796.7419784652,0.0,0.9,18.448896814814816,0.695098876,0.695098876,1.0,172.14090066666668,1012799.2395243348,401.7359217072013,-400.25253,8.039762333333334,12.880003333333333,0.7723324853333333,0.9,1.0,687.0270246666666,1.0,18.51590077777778,19.014073555555555,17.49815788888889,17.136051037037035,17.207098592592594,2018.0,4.0,3.0,8.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 08:15:00,3.4159142546666667e-22,0.0,1.4850566296296297,607787.879438965,1.0,0.1,1.5033385925925926,1012939.560825935,0.0,0.9,19.456038111111116,0.6951318466666667,0.6951318466666667,1.0,172.12691733333335,1012940.1101727588,401.6472410770233,-400.25253,8.182625222222223,12.880003333333333,0.772368924,0.9,1.0,687.072894,1.0,19.284140148148147,20.5902807037037,18.63826992592593,18.415002,18.32542644444444,2018.0,4.0,3.0,8.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 08:30:00,-5.232518391333334e-22,0.0,1.760138074074074,607787.879438965,1.0,0.1,1.778338740740741,994689.2489916104,0.0,0.9,20.272506888888888,0.6894446513333333,0.6894446513333333,1.0,171.78796333333332,994441.32027494,405.995348539572,-400.25253,8.329130185185186,12.880003333333333,0.7659219060000001,0.9,1.0,675.7524126666667,1.0,19.787399333333333,21.935350555555555,19.77651255555556,19.712916555555555,19.45800077777778,2018.0,4.0,3.0,8.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 09:30:00,-9.024294173333336e-25,0.0,2.200270592592592,607787.879438965,1.0,0.1,2.200012222222224,851510.5521680673,0.0,0.9,22.11064174074074,0.6199118693333333,0.6199118693333333,1.0,136.76627333333332,851548.4763543706,410.9809741327807,-400.25253,8.593945296296296,12.880003333333333,0.6887458546666667,0.9,1.0,506.30932,1.0,20.81167633333333,24.18112288888889,23.51827925925926,23.96409611111111,23.279337962962963,2018.0,4.0,3.0,9.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 09:45:00,1.9406568666666662e-26,0.0,2.2002555555555543,607787.879438965,1.0,0.1,2.200012222222224,851524.6890705598,0.0,0.9,22.214401111111112,0.6174451866666666,0.6174451866666666,1.0,134.30745266666665,851549.5433331502,404.89868982132,-400.25253,8.593947518518519,12.880003333333333,0.6860397053333334,0.9,1.0,499.29450133333336,1.0,20.872858666666662,23.61045274074074,23.898296,24.26911933333333,23.817092666666667,2018.0,4.0,3.0,9.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 10:00:00,8.663633844533335e-23,0.0,2.3110736296296293,607787.879438965,1.0,0.1,2.328342888888889,851433.0161114038,0.0,0.9,22.220917555555555,0.6166743673333334,0.6166743673333334,1.0,133.565972,851437.9160585381,402.779874874806,-400.25253,8.646114,12.880003333333333,0.685188504,0.9,1.0,497.14484933333335,1.0,20.92619125925926,22.99362140740741,23.94308833333333,24.139222185185183,23.94989762962963,2018.0,4.0,3.0,10.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 10:15:00,-1.566432396e-22,0.0,2.584785851851852,607787.879438965,1.0,0.1,2.603336555555556,850873.9101695161,0.0,0.9,22.183164814814813,0.6162091266666666,0.6162091266666666,1.0,133.243486,850870.6911103956,402.1687086891733,-400.25253,8.784216444444445,12.880003333333333,0.6846718633333333,0.9,1.0,495.9983926666666,1.0,21.00339003703704,22.418253962962964,23.765875777777776,23.755402185185183,23.8040802962963,2018.0,4.0,3.0,10.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 10:30:00,3.016528993333332e-23,0.0,2.859777777777777,607787.879438965,1.0,0.1,2.878338888888889,849958.8490065587,0.0,0.9,22.127709296296292,0.6156999513333333,0.6156999513333333,1.0,132.96576933333333,849956.7762133882,402.04505265625,-400.25253,8.92386225925926,12.880003333333333,0.6841075046666667,0.9,1.0,494.832828,1.0,21.087963,21.899507259259263,23.467458703703706,23.27994351851852,23.50308003703704,2018.0,4.0,3.0,10.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
2018-04-03 10:45:00,-3.5306038493333337e-22,0.0,3.1347760740740744,607787.879438965,1.0,0.1,3.153338777777778,849673.2384957919,0.0,0.9,22.05913185185185,0.6154784719999999,0.6154784719999999,1.0,132.81748933333333,849673.8138941148,401.8448765132467,-400.25253,9.062837444444446,12.880003333333333,0.6838639059999999,0.9,1.0,494.2922313333333,1.0,21.15816133333333,21.45681666666667,23.116844592592592,22.78593755555556,23.133343888888888,2018.0,4.0,3.0,10.0,1.0,Economizing mode,Fault,Fault ECO,Fault ECO stuck 100%,steady,Fault,Fault,14
